"X.D.","X.I.","X.I..1","X.D..1","X.D..2","X.I..2","X.D..3","X.D..4","X.I..3","X.I..4","X.D..5","X.D..6","X.D..7","X.D..8","X.D..9","X.D..10","X.D..11","X.D..12","X.D..13","X.D..14"
"D","I","I","D","D","I","D","D","I","I","D","D","D","D","D","D","D","D","D","D"
